"key","original","translation","resource_Id","sorting"
"ACHIEVEMENT_INFO_450","クエスト「横たわる神」クリア","Complete 「The Lying God」",0,1
"ACHIEVEMENT_INFO_519","クエスト「異界の戦士」クリア","Complete 「The Otherworldly Warrior」",0,2
"ACHIEVEMENT_INFO_520","クエスト「湯煙の館」クリア","Complete 「The House of Steam」",0,3
"ACHIEVEMENT_INFO_521","クエスト「神の目覚め」クリア","Complete 「The Awakening of God」",0,4
"ACHIEVEMENT_INFO_522","クエスト「闇を纏う娘」クリア","Complete 「闇を纏う娘」",0,5
"ACHIEVEMENT_INFO_523","クエスト「命の行方」クリア","Complete 「命の行方」",0,6
"ACHIEVEMENT_INFO_528","ボードクエスト（討伐）を初めてクリア","Clear your first （討伐） Quest Board",0,7
"ACHIEVEMENT_INFO_529","ボードクエスト（討伐）を30回クリア","Clear 30 （討伐） Quest Board",0,8
"ACHIEVEMENT_INFO_530","ボードクエスト（討伐）を100回クリア","Clear 100 （討伐） Quest Board",0,9
"ACHIEVEMENT_INFO_531","ボードクエスト（討伐）を300回クリア","Clear 300 （討伐） Quest Board",0,10
"ACHIEVEMENT_INFO_532","ボードクエスト（討伐）を600回クリア","Clear 600 （討伐） Quest Board",0,11
"ACHIEVEMENT_INFO_533","ボードクエスト（納品）を初めてクリア","Clear your first （納品） Quest Board",0,12
"ACHIEVEMENT_INFO_534","ボードクエスト（納品）を30回クリア","Clear 30 （納品） Quest Board",0,13
"ACHIEVEMENT_INFO_535","ボードクエスト（納品）を100回クリア","Clear 100 （納品） Quest Board",0,14
"ACHIEVEMENT_INFO_536","ボードクエスト（納品）を300回クリア","Clear 300 （納品） Quest Board",0,15
"ACHIEVEMENT_INFO_537","ボードクエスト（納品）を600回クリア","Clear 600 （納品） Quest Board",0,16
"ACHIEVEMENT_INFO_538","ワールドクエスト（未公開）を初めてクリア","Clear your first （未公開） World Quests",0,17
"ACHIEVEMENT_INFO_539","ワールドクエスト（未公開）を10回クリア","Clear 10 （未公開） World Quests",0,18
"ACHIEVEMENT_INFO_540","ワールドクエスト（未公開）を50回クリア","Clear 50 （未公開） World Quests",0,19
"ACHIEVEMENT_INFO_1292","ワールドクエスト（未公開）を100回クリア","Clear 100 （未公開） World Quests",0,20
"ACHIEVEMENT_INFO_541","ワールドクエスト（公開）を初めてクリア","Clear your first （公開） World Quest",0,21
"ACHIEVEMENT_INFO_542","ワールドクエスト（公開）を10回クリア","Clear 10 （公開） World Quests",0,22
"ACHIEVEMENT_INFO_543","ワールドクエスト（公開）を100回クリア","Clear 100 （公開） World Quests",0,23
"ACHIEVEMENT_INFO_544","ワールドクエスト（公開）を300回クリア","Clear 300 （公開） World Quests",0,24
"ACHIEVEMENT_INFO_582","敵を総計100体討伐","Kill 100 total enemies",0,25
"ACHIEVEMENT_INFO_583","敵を総計300体討伐","Kill 300 total enemies",0,26
"ACHIEVEMENT_INFO_584","敵を総計1000体討伐","Kill 1 000 total enemies",0,27
"ACHIEVEMENT_INFO_585","敵を総計10000体討伐","Kill 10 000 total enemies",0,28
"ACHIEVEMENT_INFO_1295","敵を総計20000体討伐","Kill 20 000 total enemies",0,29
"ACHIEVEMENT_INFO_1296","敵を総計30000体討伐","Kill 30 000 total enemies",0,30
"ACHIEVEMENT_INFO_590","《ゴブリン》系エネミーを50体討伐","Kill 50 《Goblin》",0,31
"ACHIEVEMENT_INFO_591","《ゴブリン》系エネミーを200体討伐","Kill 200 《Goblin》",0,32
"ACHIEVEMENT_INFO_592","《ゴブリン》系エネミーを500体討伐","Kill 500 《Goblin》",0,33
"ACHIEVEMENT_INFO_608","《ホブゴブリン》系エネミーを30体討伐","Kill 30 《Hobgoblin》",0,34
"ACHIEVEMENT_INFO_609","《ホブゴブリン》系エネミーを100体討伐","Kill 100 《Hobgoblin》",0,35
"ACHIEVEMENT_INFO_610","《ホブゴブリン》系エネミーを300体討伐","Kill 300 《Hobgoblin》",0,36
"ACHIEVEMENT_INFO_863","《フォレストゴブリン》系エネミーを50体討伐","Kill 50 《Forest Goblin》",0,37
"ACHIEVEMENT_INFO_864","《フォレストゴブリン》系エネミーを200体討伐","Kill 200 《Forest Goblin》",0,38
"ACHIEVEMENT_INFO_865","《フォレストゴブリン》系エネミーを500体討伐","Kill 500 《Forest Goblin》",0,39
"ACHIEVEMENT_INFO_872","《レッドキャップ》系エネミーを30体討伐","Kill 30 《Redcap》",0,40
"ACHIEVEMENT_INFO_873","《レッドキャップ》系エネミーを100体討伐","Kill 100 《Redcap》",0,41
"ACHIEVEMENT_INFO_874","《レッドキャップ》系エネミーを300体討伐","Kill 300 《Redcap》",0,42
"ACHIEVEMENT_INFO_881","《錬魔ゴブリン》系エネミーを50体討伐","Kill 50 《錬魔ゴブリン》",0,43
"ACHIEVEMENT_INFO_882","《錬魔ゴブリン》系エネミーを200体討伐","Kill 200 《錬魔ゴブリン》",0,44
"ACHIEVEMENT_INFO_883","《錬魔ゴブリン》系エネミーを500体討伐","Kill 500 《錬魔ゴブリン》",0,45
"ACHIEVEMENT_INFO_623","《ウルフ》系エネミーを50体討伐","Kill 50 《Wolf》",0,46
"ACHIEVEMENT_INFO_624","《ウルフ》系エネミーを200体討伐","Kill 200 《Wolf》",0,47
"ACHIEVEMENT_INFO_625","《ウルフ》系エネミーを500体討伐","Kill 500 《Wolf》",0,48
"ACHIEVEMENT_INFO_629","グリムワーグを50体討伐","Kill 50 Grim Wargs ",0,49
"ACHIEVEMENT_INFO_630","グリムワーグを100体討伐","Kill 100 Grim Wargs ",0,50
"ACHIEVEMENT_INFO_631","グリムワーグを300体討伐","Kill 300 Grim Wargs ",0,51
"ACHIEVEMENT_INFO_635","《錬魔オオカミ》系エネミーを50体討伐","Kill 50 《錬魔オオカミ》",0,52
"ACHIEVEMENT_INFO_636","《錬魔オオカミ》系エネミーを100体討伐","Kill 100 《錬魔オオカミ》",0,53
"ACHIEVEMENT_INFO_637","《錬魔オオカミ》系エネミーを300体討伐","Kill 300 《錬魔オオカミ》",0,54
"ACHIEVEMENT_INFO_641","《スケルトン》系エネミーを50体討伐","Kill 50 《Skeleton》",0,55
"ACHIEVEMENT_INFO_642","《スケルトン》系エネミーを300体討伐","Kill 300 《Skeleton》",0,56
"ACHIEVEMENT_INFO_643","《スケルトン》系エネミーを1000体討伐","Kill 1000 《Skeleton》",0,57
"ACHIEVEMENT_INFO_668","スケルトンアルケミーを30体討伐","Kill 30 Alchemic Skeletons",0,58
"ACHIEVEMENT_INFO_669","スケルトンアルケミーを100体討伐","Kill 100 Alchemic Skeletons",0,59
"ACHIEVEMENT_INFO_670","スケルトンアルケミーを300体討伐","Kill 300 Alchemic Skeletons",0,60
"ACHIEVEMENT_INFO_671","《リザードマン》系エネミーを30体討伐","Kill 30 《Saurian》",0,61
"ACHIEVEMENT_INFO_672","《リザードマン》系エネミーを100体討伐","Kill 100 《Saurian》",0,62
"ACHIEVEMENT_INFO_673","《リザードマン》系エネミーを300体討伐","Kill 300 《Saurian》",0,63
"ACHIEVEMENT_INFO_677","《サルファーリザード》系エネミーを30体討伐","Kill 30 《Sulfur Saurian》",0,64
"ACHIEVEMENT_INFO_678","《サルファーリザード》系エネミーを100体討伐","Kill 100 《Sulfur Saurian》",0,65
"ACHIEVEMENT_INFO_679","《サルファーリザード》系エネミーを300体討伐","Kill 300 《Sulfur Saurian》",0,66
"ACHIEVEMENT_INFO_683","《ロックリザード》系エネミーを30体討伐","Kill 30 《Rock Saurian》",0,67
"ACHIEVEMENT_INFO_684","《ロックリザード》系エネミーを100体討伐","Kill 100 《Rock Saurian》",0,68
"ACHIEVEMENT_INFO_685","《ロックリザード》系エネミーを300体討伐","Kill 300 《Rock Saurian》",0,69
"ACHIEVEMENT_INFO_689","ブルーニュートを30体討伐","Kill 30 Blue Newts ",0,70
"ACHIEVEMENT_INFO_690","ブルーニュートを100体討伐","Kill 100 Blue Newts ",0,71
"ACHIEVEMENT_INFO_691","ブルーニュートを300体討伐","Kill 300 Blue Newts ",0,72
"ACHIEVEMENT_INFO_692","《アンデッド》系エネミーを50体討伐","Kill 50 《Undead》",0,73
"ACHIEVEMENT_INFO_693","《アンデッド》系エネミーを200体討伐","Kill 200 《Undead》",0,74
"ACHIEVEMENT_INFO_694","《アンデッド》系エネミーを500体討伐","Kill 500 《Undead》",0,75
"ACHIEVEMENT_INFO_707","《液状人形》系エネミーを50体討伐","Kill 50 《Liquid Puppet》",0,76
"ACHIEVEMENT_INFO_708","《液状人形》系エネミーを200体討伐","Kill 200 《Liquid Puppet》",0,77
"ACHIEVEMENT_INFO_709","《液状人形》系エネミーを500体討伐","Kill 500 《Liquid Puppet》",0,78
"ACHIEVEMENT_INFO_713","《コープス》系エネミーを30体討伐","Kill 30 《Corpse》",0,79
"ACHIEVEMENT_INFO_714","《コープス》系エネミーを100体討伐","Kill 100 《Corpse》",0,80
"ACHIEVEMENT_INFO_715","《コープス》系エネミーを300体討伐","Kill 300 《Corpse》",0,81
"ACHIEVEMENT_INFO_719","《ハーピー》系エネミーを50体討伐","Kill 50 《Harpy》",0,82
"ACHIEVEMENT_INFO_720","《ハーピー》系エネミーを200体討伐","Kill 200 《Harpy》",0,83
"ACHIEVEMENT_INFO_721","《ハーピー》系エネミーを500体討伐","Kill 500 《Harpy》",0,84
"ACHIEVEMENT_INFO_731","《地蟲》系エネミーを50体討伐","Kill 50 《地蟲》",0,85
"ACHIEVEMENT_INFO_732","《地蟲》系エネミーを100体討伐","Kill 100 《地蟲》",0,86
"ACHIEVEMENT_INFO_733","《地蟲》系エネミーを300体討伐","Kill 300 《地蟲》",0,87
"ACHIEVEMENT_INFO_914","キラービーを50体討伐","Kill 50 Killer Bees",0,88
"ACHIEVEMENT_INFO_915","キラービーを200体討伐","Kill 200 Killer Bees",0,89
"ACHIEVEMENT_INFO_916","キラービーを500体討伐","Kill 500 Killer Bees",0,90
"ACHIEVEMENT_INFO_737","《スライム》系エネミーを50体討伐","Kill 50 《Slime》",0,91
"ACHIEVEMENT_INFO_738","《スライム》系エネミーを100体討伐","Kill 100 《Slime》",0,92
"ACHIEVEMENT_INFO_739","《スライム》系エネミーを300体討伐","Kill 300 《Slime》",0,93
"ACHIEVEMENT_INFO_794","《ローグ》系エネミーを30体討伐","Kill 30 《Rogue》",0,94
"ACHIEVEMENT_INFO_795","《ローグ》系エネミーを100体討伐","Kill 100 《Rogue》",0,95
"ACHIEVEMENT_INFO_796","《ローグ》系エネミーを300体討伐","Kill 300 《Rogue》",0,96
"ACHIEVEMENT_INFO_818","《ミストマン》系エネミーを30体討伐","Kill 30 《ミストマン》",0,97
"ACHIEVEMENT_INFO_819","《ミストマン》系エネミーを100体討伐","Kill 100 《ミストマン》",0,98
"ACHIEVEMENT_INFO_820","《ミストマン》系エネミーを300体討伐","Kill 300 《ミストマン》",0,99
"ACHIEVEMENT_INFO_836","《呪縛ポーン》系エネミーを30体討伐","Kill 30 《Cursed Bone》",0,100
"ACHIEVEMENT_INFO_837","《呪縛ポーン》系エネミーを100体討伐","Kill 100 《Cursed Bone》",0,101
"ACHIEVEMENT_INFO_838","《呪縛ポーン》系エネミーを300体討伐","Kill 300 《Cursed Bone》",0,102
"ACHIEVEMENT_INFO_917","《サイクロプス》系エネミーを10体討伐","Kill 10 《Cyclops》",0,103
"ACHIEVEMENT_INFO_918","《サイクロプス》系エネミーを50体討伐","Kill 50 《Cyclops》",0,104
"ACHIEVEMENT_INFO_919","《サイクロプス》系エネミーを100体討伐","Kill 100 《Cyclops》",0,105
"ACHIEVEMENT_INFO_929","コロッサスを10体討伐","Kill 10 Colossuses ",0,106
"ACHIEVEMENT_INFO_930","コロッサスを30体討伐","Kill 30 Colossuses ",0,107
"ACHIEVEMENT_INFO_931","コロッサスを100体討伐","Kill 100 Colossuses ",0,108
"ACHIEVEMENT_INFO_935","エントを10体討伐","Kill 10 Ents",0,109
"ACHIEVEMENT_INFO_936","エントを30体討伐","Kill 30 Ents",0,110
"ACHIEVEMENT_INFO_937","エントを100体討伐","Kill 100 Ents",0,111
"ACHIEVEMENT_INFO_1297","グランエントを10体討伐","Kill 10 Grand Ents",0,112
"ACHIEVEMENT_INFO_1298","グランエントを30体討伐","Kill 30 Grand Ents",0,113
"ACHIEVEMENT_INFO_1299","グランエントを100体討伐","Kill 100 Grand Ents",0,114
"ACHIEVEMENT_INFO_938","《トロール》系エネミーを30体討伐","Kill 30 《Troll》 ",0,115
"ACHIEVEMENT_INFO_939","《トロール》系エネミーを50体討伐","Kill 50 《Troll》 ",0,116
"ACHIEVEMENT_INFO_940","《トロール》系エネミーを100体討伐","Kill 100 《Troll》 ",0,117
"ACHIEVEMENT_INFO_944","ゴーレムを10体討伐","Kill 10 Golems",0,118
"ACHIEVEMENT_INFO_945","ゴーレムを30体討伐","Kill 30 Golems",0,119
"ACHIEVEMENT_INFO_946","ゴーレムを100体討伐","Kill 100 Golems",0,120
"ACHIEVEMENT_INFO_956","キメラを10体討伐","Kill 10 Chimeras",0,121
"ACHIEVEMENT_INFO_957","キメラを30体討伐","Kill 30 Chimeras",0,122
"ACHIEVEMENT_INFO_958","キメラを100体討伐","Kill 100 Chimeras",0,123
"ACHIEVEMENT_INFO_959","ホワイトキメラを10体討伐","Kill 10 White Chimeras",0,124
"ACHIEVEMENT_INFO_960","ホワイトキメラを30体討伐","Kill 30 White Chimeras",0,125
"ACHIEVEMENT_INFO_961","ホワイトキメラを100体討伐","Kill 100 White Chimeras",0,126
"ACHIEVEMENT_INFO_965","グリフィンを10体討伐","Kill 10 Griffins",0,127
"ACHIEVEMENT_INFO_966","グリフィンを30体討伐","Kill 30 Griffins",0,128
"ACHIEVEMENT_INFO_967","グリフィンを100体討伐","Kill 100 Griffins",0,129
"ACHIEVEMENT_INFO_968","コカトリスを10体討伐","Kill 10 Cockatrix",0,130
"ACHIEVEMENT_INFO_969","コカトリスを30体討伐","Kill 30 Cockatrix",0,131
"ACHIEVEMENT_INFO_970","コカトリスを100体討伐","Kill 100 Cockatrix",0,132
"ACHIEVEMENT_INFO_971","スフィンクスを10体討伐","Kill 10 Sphinges",0,133
"ACHIEVEMENT_INFO_972","スフィンクスを30体討伐","Kill 30 Sphinges",0,134
"ACHIEVEMENT_INFO_973","スフィンクスを100体討伐","Kill 100 Sphinges",0,135
"ACHIEVEMENT_INFO_998","オーガを20体討伐","Kill 20 Ogres",0,136
"ACHIEVEMENT_INFO_999","オーガを50体討伐","Kill 50 Ogres",0,137
"ACHIEVEMENT_INFO_1000","オーガを100体討伐","Kill 100 Ogres",0,138
"ACHIEVEMENT_INFO_1001","《エイプ》系エネミーを30体討伐","Kill 30 《Ape》 ",0,139
"ACHIEVEMENT_INFO_1002","《エイプ》系エネミーを100体討伐","Kill 100 《Ape》 ",0,140
"ACHIEVEMENT_INFO_1003","《エイプ》系エネミーを200体討伐","Kill 200 《Ape》 ",0,141
"ACHIEVEMENT_INFO_1004","グールを20体討伐","Kill 20 Ghouls",0,142
"ACHIEVEMENT_INFO_1005","グールを50体討伐","Kill 50 Ghouls",0,143
"ACHIEVEMENT_INFO_1006","グールを100体討伐","Kill 100 Ghouls",0,144
"ACHIEVEMENT_INFO_1010","シルバーロアを20体討伐","Kill 20 Silver Apes",0,145
"ACHIEVEMENT_INFO_1011","シルバーロアを50体討伐","Kill 50 Silver Apes",0,146
"ACHIEVEMENT_INFO_1012","シルバーロアを100体討伐","Kill 100 Silver Apes",0,147
"ACHIEVEMENT_INFO_1013","ワイトを20体討伐","Kill 20 Wights",0,148
"ACHIEVEMENT_INFO_1014","ワイトを50体討伐","Kill 50 Wights",0,149
"ACHIEVEMENT_INFO_1015","ワイトを100体討伐","Kill 100 Wights",0,150
"ACHIEVEMENT_INFO_1016","ウィッチを20体討伐","Kill 20 Witches",0,151
"ACHIEVEMENT_INFO_1017","ウィッチを50体討伐","Kill 50 Witches",0,152
"ACHIEVEMENT_INFO_1018","ウィッチを100体討伐","Kill 100 Witches",0,153
"ACHIEVEMENT_INFO_1028","リンドブルムを10体討伐","Kill 10 Lindwurms",0,154
"ACHIEVEMENT_INFO_1029","リンドブルムを30体討伐","Kill 30 Lindwurms",0,155
"ACHIEVEMENT_INFO_1030","リンドブルムを100体討伐","Kill 100 Lindwurms",0,156
"ACHIEVEMENT_INFO_1031","アングルスを10体討伐","Kill 10 Angules",0,157
"ACHIEVEMENT_INFO_1032","アングルスを30体討伐","Kill 30 Angules",0,158
"ACHIEVEMENT_INFO_1033","アングルスを100体討伐","Kill 100 Angules",0,159
"ACHIEVEMENT_INFO_1034","ベヘモットを10体討伐","Kill 10 Behemoths",0,160
"ACHIEVEMENT_INFO_1035","ベヘモットを50体討伐","Kill 50 Behemoths",0,161
"ACHIEVEMENT_INFO_1036","ベヘモットを100体討伐","Kill 100 Behemoths",0,162
"ACHIEVEMENT_INFO_1043","《オーク》系エネミーを30体討伐","Kill 30 《Orc》 ",0,163
"ACHIEVEMENT_INFO_1044","《オーク》系エネミーを100体討伐","Kill 100 《Orc》 ",0,164
"ACHIEVEMENT_INFO_1045","《オーク》系エネミーを300体討伐","Kill 300 《Orc》 ",0,165
"ACHIEVEMENT_INFO_1061","《リーダーオーク》系エネミーを20体討伐","Kill 20 《Orc Leader》 ",0,166
"ACHIEVEMENT_INFO_1062","《リーダーオーク》系エネミーを50体討伐","Kill 50 《Orc Leader》 ",0,167
"ACHIEVEMENT_INFO_1063","《リーダーオーク》系エネミーを100体討伐","Kill 100 《Orc Leader》 ",0,168
"ACHIEVEMENT_INFO_1085","エルダードラゴンを1体討伐","Kill 1 Elder Dragon",0,169
"ACHIEVEMENT_INFO_1086","エルダードラゴンを5体討伐","Kill 5 Elder Dragons",0,170
"ACHIEVEMENT_INFO_1087","エルダードラゴンを10体討伐","Kill 10 Elder Dragons",0,171
"ACHIEVEMENT_INFO_1091","白竜にブラッドオーブを捧げ
覚者の体力値を初めて強化","Get your first Health upgrade by
offering Blood Orbs to the White Dragon",0,172
"ACHIEVEMENT_INFO_1092","白竜にブラッドオーブを捧げ
覚者の体力値を20回強化","Increase Health 20 times by
offering Blood Orbs to the White Dragon",0,173
"ACHIEVEMENT_INFO_1093","白竜にブラッドオーブを捧げ
覚者のスタミナ値を初めて強化","Get your first Stamina upgrade by
offering Blood Orbs to the White Dragon",0,174
"ACHIEVEMENT_INFO_1094","白竜にブラッドオーブを捧げ
覚者のスタミナ値を28回強化","Increase Stamina 28 times by
offering Blood Orbs to the White Dragon",0,175
"ACHIEVEMENT_INFO_1095","白竜にブラッドオーブを捧げ
覚者のアビリティコストを初めて強化","Get your first Ability Cost upgrade by
offering Blood Orbs to the White Dragon",0,176
"ACHIEVEMENT_INFO_1096","白竜にブラッドオーブを捧げ
覚者のアビリティコストを12回強化","Increase Ability Cost 12 times by
offering Blood Orbs to the White Dragon",0,177
"ACHIEVEMENT_INFO_1097","白竜にブラッドオーブを捧げ
メインポーン契約枠を初めて増加","Increase your main pawn contract limit for the first time
by offering Blood Orbs to the White Dragon",0,178
"ACHIEVEMENT_INFO_1098","白竜にブラッドオーブを捧げ
サポートポーン雇用枠を2回増加","Increase your main pawn contract limit 2 times
by offering Blood Orbs to the White Dragon",0,179
"ACHIEVEMENT_INFO_1099","ファイターのジョブレベルが
10に到達","Reach level 10 as a Fighter",0,180
"ACHIEVEMENT_INFO_1100","ファイターのジョブレベルが
40に到達","Reach level 40 as a Fighter",0,181
"ACHIEVEMENT_INFO_1102","ハンターのジョブレベルが
10に到達","Reach level 10 as a Hunter",0,182
"ACHIEVEMENT_INFO_1103","ハンターのジョブレベルが
40に到達","Reach level 40 as a Hunter",0,183
"ACHIEVEMENT_INFO_1105","プリーストのジョブレベルが
10に到達","Reach level 10 as a Priest",0,184
"ACHIEVEMENT_INFO_1106","プリーストのジョブレベルが
40に到達","Reach level 40 as a Priest",0,185
"ACHIEVEMENT_INFO_1108","シールドセージのジョブレベルが
10に到達","Reach level 10 as a Shield Sage",0,186
"ACHIEVEMENT_INFO_1109","シールドセージのジョブレベルが
40に到達","Reach level 40 as a Shield Sage",0,187
"ACHIEVEMENT_INFO_1111","シーカーのジョブレベルが
10に到達","Reach level 10 as a Seeker",0,188
"ACHIEVEMENT_INFO_1112","シーカーのジョブレベルが
40に到達","Reach level 40 as a Seeker",0,189
"ACHIEVEMENT_INFO_1114","ソーサラーのジョブレベルが
10に到達","Reach level 10 as a Sorcerer",0,190
"ACHIEVEMENT_INFO_1115","ソーサラーのジョブレベルが
40に到達","Reach level 40 as a Sorcerer",0,191
"ACHIEVEMENT_INFO_1117","エレメントアーチャーのジョブレベルが
10に到達","Reach level 10 as an Element Archer",0,192
"ACHIEVEMENT_INFO_1118","エレメントアーチャーのジョブレベルが
40に到達","Reach level 40 as an Element Archer",0,193
"ACHIEVEMENT_INFO_1133","カスタムスキルを10回
習得、またはレベルアップ","Learn or upgrade custom skills 10 times",0,194
"ACHIEVEMENT_INFO_1134","カスタムスキルを50回
習得、またはレベルアップ","Learn or upgrade custom skills 50 times",0,195
"ACHIEVEMENT_INFO_1135","カスタムスキルを100回
習得、またはレベルアップ","Learn or upgrade custom skills 100 times",0,196
"ACHIEVEMENT_INFO_1136","カスタムスキルを300回
習得、またはレベルアップ","Learn or upgrade custom skills 300 times",0,197
"ACHIEVEMENT_INFO_1137","アビリティを10回
習得、またはレベルアップ","Learn or upgrade abilities 10 times",0,198
"ACHIEVEMENT_INFO_1138","アビリティを100回
習得、またはレベルアップ","Learn or upgrade abilities 100 times",0,199
"ACHIEVEMENT_INFO_1139","アビリティを300回
習得、またはレベルアップ","Learn or upgrade abilities 300 times",0,200
"ACHIEVEMENT_INFO_1140","アビリティを500回
習得、またはレベルアップ","Learn or upgrade abilities 500 times",0,201
"ACHIEVEMENT_INFO_1143","サポートポーンを初めて雇用","Hire your first support pawn",0,202
"ACHIEVEMENT_INFO_1144","サポートポーンを累計30人雇用","Hire 30 support pawns",0,203
"ACHIEVEMENT_INFO_1145","サポートポーンを累計100人雇用","Hire 100 support pawns",0,204
"ACHIEVEMENT_INFO_1146","メインポーン（ファイター）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as a Fighter",0,205
"ACHIEVEMENT_INFO_1147","メインポーン（ファイター）の
ジョブレベルが40に到達","Have a main pawn reach
level 40 as a Fighter",0,206
"ACHIEVEMENT_INFO_1149","メインポーン（ハンター）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as a Hunter",0,207
"ACHIEVEMENT_INFO_1150","メインポーン（ハンター）の
ジョブレベルが40に到達","Have a main pawn reach
level 40 as a Hunter",0,208
"ACHIEVEMENT_INFO_1152","メインポーン（プリースト）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as a Priest",0,209
"ACHIEVEMENT_INFO_1153","メインポーン（プリースト）の
ジョブレベルが40に到達","Have a main pawn reach
level 40 as a Priest",0,210
"ACHIEVEMENT_INFO_1155","メインポーン（シールドセージ）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as a Shield Sage",0,211
"ACHIEVEMENT_INFO_1156","メインポーン（シールドセージ）の
ジョブレベルが40に到達","Have a main pawn reach
level 40 as a Shield Sage",0,212
"ACHIEVEMENT_INFO_1158","メインポーン（ソーサラー）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as a Sorcerer",0,213
"ACHIEVEMENT_INFO_1159","メインポーン（ソーサラー）の
ジョブレベルが40に到達","Have a main pawn reach
level 40 as a Sorcerer",0,214
"ACHIEVEMENT_INFO_1161","メインポーン（シーカー）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as a Seeker",0,215
"ACHIEVEMENT_INFO_1162","メインポーン（シーカー）の
ジョブレベルが40に到達","Have a main pawn reach
level 40 as a Seeker",0,216
"ACHIEVEMENT_INFO_1164","メインポーン（エレメントアーチャー）の
ジョブレベルが10に到達","Have a main pawn reach
level 10 as an Element Archer",0,217
"ACHIEVEMENT_INFO_1165","メインポーン（エレメントアーチャー）の
ジョブレベルが40に到達","Have a main pawn reach level 40 as an Element Archer",0,218
"ACHIEVEMENT_INFO_1173","メインポーンのクラフトレベルが5に到達","Have a main pawn reach level 5 in crafting",0,219
"ACHIEVEMENT_INFO_1174","メインポーンのクラフトレベルが15に到達","Have a main pawn reach level 15 in crafting",0,220
"ACHIEVEMENT_INFO_1176","メインポーンがクラフトレベル8のクラフト昇格試験に合格","Enhance the grade of a crafting level 8 item",0,221
"ACHIEVEMENT_INFO_1177","メインポーンがクラフトレベル16のクラフト昇格試験に合格","Enhance the grade of a crafting level 16 item",0,222
"ACHIEVEMENT_INFO_1228","宝箱を10個開く","Open 10 chests",0,223
"ACHIEVEMENT_INFO_1229","宝箱を30個開く","Open 30 chests",0,224
"ACHIEVEMENT_INFO_1230","宝箱を100個開く","Open 100 chests",0,225
"ACHIEVEMENT_INFO_1231","茂み・草むらから10回採取","Collect 10 bushes or thickets",0,226
"ACHIEVEMENT_INFO_1232","茂み・草むらから30回採取","Collect 30 bushes or thickets",0,227
"ACHIEVEMENT_INFO_1233","茂み・草むらから100回採取","Collect 100 bushes or thickets",0,228
"ACHIEVEMENT_INFO_1234","鉱脈を10回採掘","Mine 10 veins",0,229
"ACHIEVEMENT_INFO_1235","鉱脈を30回採掘","Mine 30 veins",0,230
"ACHIEVEMENT_INFO_1236","鉱脈を100回採掘","Mine 100 veins",0,231
"ACHIEVEMENT_INFO_1237","倒木を10回伐採","Log 10 fallen trees",0,232
"ACHIEVEMENT_INFO_1238","倒木を30回伐採","Log 30 fallen trees",0,233
"ACHIEVEMENT_INFO_1239","倒木を100回伐採","Log 100 fallen trees",0,234
"ACHIEVEMENT_INFO_1243","クラフトにより武器を初めて作成","Craft your first weapon",0,235
"ACHIEVEMENT_INFO_1244","クラフトにより武器を30回作成","Craft 30 weapons",0,236
"ACHIEVEMENT_INFO_1245","クラフトにより武器を100回作成","Craft 100 weapons",0,237
"ACHIEVEMENT_INFO_1246","クラフトにより武器を300回作成","Craft 300 weapons",0,238
"ACHIEVEMENT_INFO_1247","クラフトにより防具を初めて作成","Craft your first piece of armor",0,239
"ACHIEVEMENT_INFO_1248","クラフトにより防具を30回作成","Craft 30 pieces of armor",0,240
"ACHIEVEMENT_INFO_1249","クラフトにより防具を100回作成","Craft 100 pieces of armor",0,241
"ACHIEVEMENT_INFO_1250","クラフトにより防具を300回作成","Craft 300 pieces of armor",0,242
"ACHIEVEMENT_INFO_1251","クラフトにより道具・素材を初めて作成","Craft your first tool or raw material",0,243
"ACHIEVEMENT_INFO_1252","クラフトにより道具・素材を30回作成","Craft 30 tools or raw materials",0,244
"ACHIEVEMENT_INFO_1253","クラフトにより道具・素材を100回作成","Craft 100 tools or raw materials",0,245
"ACHIEVEMENT_INFO_1254","クラフトにより武器を10種作成","Craft 10 different weapons",0,246
